auction_id	auction_description	round	bidder_frn	bidder_name	item_name	item_description	round_of_pwb	pwb_amount	net_pwb_amount
73	700 MHz Band	261	0017169327	King Street Wireless, L.P.	WY-CMA258-B	Jacksonville, NC	65	719000.0000	539250.0000	
73	700 MHz Band	261	0009403692	Buffalo-Lake Erie Wireless Systems Co.,	WY-CMA259-B	State College, PA	104	165000.0000	123750.0000	
73	700 MHz Band	261	0017181199	Broadband Wireless Unlimited, LLC	WY-CMA303-B	Aurora-Elgin, IL	175	309000.0000	262650.0000	
73	700 MHz Band	261	0017169327	King Street Wireless, L.P.	WY-CMA304-B	Joliet, IL	174	227000.0000	170250.0000	
73	700 MHz Band	261	0017169327	King Street Wireless, L.P.	WY-CMA302-B	Enid, OK	33	879000.0000	659250.0000	
73	700 MHz Band	261	0015006471	CenturyTel Broadband Wireless LLC	WY-CMA327-B	Arkansas 4 - Clay	21	1325000.0000	1325000.0000	
73	700 MHz Band	261	0015006471	CenturyTel Broadband Wireless LLC	WY-CMA328-B	Arkansas 5 - Cross	21	893000.0000	893000.0000	
73	700 MHz Band	261	0017169327	King Street Wireless, L.P.	WY-CMA343-B	California 8 - Tehama	253	524000.0000	393000.0000	
73	700 MHz Band	261	0017169327	King Street Wireless, L.P.	WY-CMA344-B	California 9 - Mendocino	100	360000.0000	270000.0000	
73	700 MHz Band	261	0017182742	Triad 700, LLC	WY-CMA345-B	California 10 - Sierra	50	210000.0000	157500.0000	
73	700 MHz Band	261	0014980726	AT&T Mobility Spectrum, LLC	WY-CMA359-B	Delaware 1 - Kent	83	1080000.0000	1080000.0000	
73	700 MHz Band	261	0014980726	AT&T Mobility Spectrum, LLC	WY-CMA360-B	Florida 1 - Collier	26	1768000.0000	1768000.0000	
73	700 MHz Band	261	0017169327	King Street Wireless, L.P.	WY-CMA427-B	Iowa 16 - Lyon	21	1214000.0000	910500.0000	
73	700 MHz Band	261	0004310769	The S&T Telephone Cooperative Associatio	WY-CMA428-B	Kansas 1 - Cheyenne	59	128000.0000	108800.0000	
73	700 MHz Band	261	0010698868	Bluegrass Wireless LLC	WY-CMA444-B	Kentucky 2 - Union	129	235000.0000	235000.0000	
73	700 MHz Band	261	0014980726	AT&T Mobility Spectrum, LLC	WY-CMA445-B	Kentucky 3 - Meade	24	3640000.0000	3640000.0000	
73	700 MHz Band	261	0001960962	Star Telephone Membership Corporation	WY-CMA576-B	North Carolina 12 - Sampson	65	1968000.0000	1672800.0000	
73	700 MHz Band	261	0017169327	King Street Wireless, L.P.	WY-CMA577-B	North Carolina 13 - Greene	96	360000.0000	270000.0000	
73	700 MHz Band	261	0016217085	Toba Inlet PCS, LLC	WY-CMA617-B	Pennsylvania 6 - Lawrence	21	696000.0000	522000.0000	
73	700 MHz Band	261	0017145137	MCBRIDE SPECTRUM PARTNERS, LLC	WY-CMA618-B	Pennsylvania 7 - Jefferson	146	83000.0000	62250.0000	
73	700 MHz Band	261	0001649508	Central Texas Telephone Investments, LP	WY-CMA666-B	Texas 15 - Concho	26	995000.0000	995000.0000	
73	700 MHz Band	261	0017164179	Worldcall Inc.	WY-CMA667-B	Texas 16 - Burleson	113	648000.0000	486000.0000	
73	700 MHz Band	261	0003290673	Cellco Partnership d/b/a Verizon Wireles	WY-CMA700-B	Washington 8 - Whitman	24	1241000.0000	1241000.0000	
73	700 MHz Band	261	0017169327	King Street Wireless, L.P.	WY-CMA701-B	West Virginia 1 - Mason	23	174000.0000	130500.0000	
73	700 MHz Band	261	0017169327	King Street Wireless, L.P.	WY-CMA699-B	Washington 7 - Skamania	104	159000.0000	119250.0000	
73	700 MHz Band	261	0017169327	King Street Wireless, L.P.	WY-CMA715-B	Wisconsin 8 - Vernon	81	6011000.0000	4508250.0000	
73	700 MHz Band	261	0014980726	AT&T Mobility Spectrum, LLC	WY-CMA716-B	Wisconsin 9 - Columbia	34	21187000.0000	21187000.0000	
73	700 MHz Band	261	0016927360	AWS Spectrum, LLC	WY-BEA022-A	Fayetteville NC	75	887000.0000	753950.0000	
73	700 MHz Band	261	0015024631	Cavalier Wireless, LLC	WY-BEA023-A	Charlotte-Gastonia NC-SC	27	7811000.0000	5858250.0000	
73	700 MHz Band	261	0017173121	Frontier Wireless LLC	WY-BEA022-E	Fayetteville NC	30	173000.0000	173000.0000	
73	700 MHz Band	261	0014152201	LL License Holdings, LLC	WY-BEA115-A	Rapid City SD-MT-NE-ND	98	805000.0000	684250.0000	
73	700 MHz Band	261	0017173121	Frontier Wireless LLC	WY-BEA114-E	Aberdeen SD	175	199000.0000	199000.0000	
73	700 MHz Band	261	0017173121	Frontier Wireless LLC	WY-BEA007-E	Rochester NY-PA	34	1616000.0000	1616000.0000	
73	700 MHz Band	261	0015006471	CenturyTel Broadband Wireless LLC	WY-BEA007-A	Rochester NY-PA	48	1539000.0000	1539000.0000	
73	700 MHz Band	261	0017173121	Frontier Wireless LLC	WY-BEA006-E	Syracuse NY-PA	8	2050000.0000	2050000.0000	
73	700 MHz Band	261	0015024631	Cavalier Wireless, LLC	WY-BEA011-A	Harrisburg-Lebanon-Carlisle PA	144	1087000.0000	815250.0000	
73	700 MHz Band	261	0004964318	QUALCOMM Incorporated	WY-BEA010-E	NYC-Long Is. NY-NJ-CT-PA-MA-VT	54	224988000.0000	224988000.0000	
73	700 MHz Band	261	0017182742	Triad 700, LLC	WY-BEA014-A	Salisbury MD-DE-VA	75	684000.0000	513000.0000	
73	700 MHz Band	261	0017173121	Frontier Wireless LLC	WY-BEA013-E	Wash.-Balt. DC-MD-VA-WV-PA	89	61108000.0000	61108000.0000	
73	700 MHz Band	261	0003290673	Cellco Partnership d/b/a Verizon Wireles	WY-BEA030-A	Orlando FL	22	66463000.0000	66463000.0000	
73	700 MHz Band	261	0017173121	Frontier Wireless LLC	WY-BEA030-E	Orlando FL	115	30071000.0000	30071000.0000	
73	700 MHz Band	261	0005411426	Cellular South Licenses, Inc.	WY-BEA077-A	Jackson MS-AL-LA	20	12790000.0000	12790000.0000	
73	700 MHz Band	261	0017173121	Frontier Wireless LLC	WY-BEA076-E	Greenville MS	73	94000.0000	94000.0000	
73	700 MHz Band	261	0017173121	Frontier Wireless LLC	WY-BEA080-E	Mobile AL	30	744000.0000	744000.0000	
73	700 MHz Band	261	0015014202	Cox Wireless, Inc.	WY-BEA081-A	Pensacola FL	70	19427000.0000	19427000.0000	
73	700 MHz Band	261	0017173121	Frontier Wireless LLC	WY-BEA081-E	Pensacola FL	82	399000.0000	399000.0000	
73	700 MHz Band	261	0005411426	Cellular South Licenses, Inc.	WY-BEA082-A	Biloxi-Gulfport-Pascagoula MS	73	4777000.0000	4777000.0000	
73	700 MHz Band	261	0015024631	Cavalier Wireless, LLC	WY-BEA008-A	Buffalo-Niagara Falls NY-PA	66	1025000.0000	768750.0000	
73	700 MHz Band	261	0014980726	AT&T Mobility Spectrum, LLC	WY-CMA121-B	Trenton, NJ	140	2410000.0000	2410000.0000	
73	700 MHz Band	261	0015024631	Cavalier Wireless, LLC	WY-CMA122-B	Binghamton, NY	110	186000.0000	139500.0000	
73	700 MHz Band	261	0007466519	Cable Montana LLC	WY-CMA172-B	Lincoln, NE	28	1770000.0000	1327500.0000	
73	700 MHz Band	261	0014980726	AT&T Mobility Spectrum, LLC	WY-CMA173-B	Biloxi-Gulfport, MS	75	4503000.0000	4503000.0000	
73	700 MHz Band	261	0015014202	Cox Wireless, Inc.	WY-CMA174-B	Lafayette, LA	32	2965000.0000	2965000.0000	
73	700 MHz Band	261	0003290673	Cellco Partnership d/b/a Verizon Wireles	WY-CMA188-B	Amarillo, TX	24	765000.0000	765000.0000	
73	700 MHz Band	261	0017169327	King Street Wireless, L.P.	WY-CMA189-B	Racine, WI	27	2990000.0000	2242500.0000	
73	700 MHz Band	261	0014980726	AT&T Mobility Spectrum, LLC	WY-CMA190-B	Boise City, ID	27	3609000.0000	3609000.0000	
73	700 MHz Band	261	0017169327	King Street Wireless, L.P.	WY-CMA277-B	Sheboygan, WI	27	7294000.0000	5470500.0000	
73	700 MHz Band	261	0001786607	East Kentucky Network, LLC	WY-CMA453-B	Kentucky 11 - Clay	41	108000.0000	108000.0000	
73	700 MHz Band	261	0001786607	East Kentucky Network, LLC	WY-CMA451-B	Kentucky 9 - Elliott	21	298000.0000	298000.0000	
73	700 MHz Band	261	0004282224	Reiter, Scott D	WY-CMA452-B	Kentucky 10 - Powell	96	55000.0000	41250.0000	
73	700 MHz Band	261	0005464284	Comporium Wireless, LLC	WY-CMA633-B	South Carolina 9 - Lancaster	22	951000.0000	951000.0000	
73	700 MHz Band	261	0003290673	Cellco Partnership d/b/a Verizon Wireles	WY-CMA634-B	South Dakota 1 - Harding	24	107000.0000	107000.0000	
73	700 MHz Band	261	0017196205	maxima international llc	WY-CMA723-B	Puerto Rico 1 - Rincon	240	95000.0000	71250.0000	
73	700 MHz Band	261	0017189325	VentureTel 700, Inc.	WY-CMA724-B	Puerto Rico 2 - Adjuntas	112	134000.0000	100500.0000	
73	700 MHz Band	261	0017164179	Worldcall Inc.	WY-CMA731-B	Virgin Islands 2 - St. Croix	139	240000.0000	180000.0000	
73	700 MHz Band	261	0004242475	Choice Phone LLC	WY-CMA732-B	Guam	152	933000.0000	933000.0000	
73	700 MHz Band	261	0003290673	Cellco Partnership d/b/a Verizon Wireles	WY-CMA191-B	Yakima, WA	24	1866000.0000	1866000.0000	
73	700 MHz Band	261	0015014202	Cox Wireless, Inc.	WY-CMA192-B	Gainesville, FL	91	8069000.0000	8069000.0000	
73	700 MHz Band	261	0017169327	King Street Wireless, L.P.	WY-CMA709-B	Wisconsin 2 - Bayfield	24	3609000.0000	2706750.0000	
73	700 MHz Band	261	0017169327	King Street Wireless, L.P.	WY-CMA710-B	Wisconsin 3 - Vilas	24	3704000.0000	2778000.0000	
73	700 MHz Band	261	0017169327	King Street Wireless, L.P.	WY-BEA004-A	Burlington VT-NY	48	2311000.0000	1733250.0000	
73	700 MHz Band	261	0015006471	CenturyTel Broadband Wireless LLC	WY-BEA095-A	Jonesboro AR-MO	29	504000.0000	504000.0000	
73	700 MHz Band	261	0003290673	Cellco Partnership d/b/a Verizon Wireles	WY-BEA099-A	Kansas City MO-KS	21	21282000.0000	21282000.0000	
73	700 MHz Band	261	0017173121	Frontier Wireless LLC	WY-BEA098-E	Columbia MO	77	1984000.0000	1984000.0000	
73	700 MHz Band	261	0015006471	CenturyTel Broadband Wireless LLC	WY-BEA146-A	Missoula MT	32	3456000.0000	3456000.0000	
73	700 MHz Band	261	0017173121	Frontier Wireless LLC	WY-BEA145-E	Great Falls MT	131	51000.0000	51000.0000	
73	700 MHz Band	261	0007028723	Vulcan Spectrum LLC	WY-BEA167-A	Portland-Salem OR-WA	28	43603000.0000	43603000.0000	
73	700 MHz Band	261	0014980726	AT&T Mobility Spectrum, LLC	WY-CMA048-B	Toledo, OH-MI	23	11657000.0000	11657000.0000	
73	700 MHz Band	261	0014980726	AT&T Mobility Spectrum, LLC	WY-CMA049-B	New Haven-Waterbury-Meriden CT	26	29490000.0000	29490000.0000	
73	700 MHz Band	261	0002623601	Redwood Wireless Corp.	WY-CMA492-B	Minnesota 11 - Goodhue	21	1818000.0000	1363500.0000	
73	700 MHz Band	261	0014980726	AT&T Mobility Spectrum, LLC	WY-CMA493-B	Mississippi 1 - Tunica	18	1651000.0000	1651000.0000	
73	700 MHz Band	261	0003290673	Cellco Partnership d/b/a Verizon Wireles	WY-CMA530-B	Montana 8 - Beaverhead	24	580000.0000	580000.0000	
73	700 MHz Band	261	0003290673	Cellco Partnership d/b/a Verizon Wireles	WY-CMA531-B	Montana 9 - Carbon	24	330000.0000	330000.0000	
73	700 MHz Band	261	0014980726	AT&T Mobility Spectrum, LLC	WY-CMA020-B	Seattle-Everett, WA	27	219074000.0000	219074000.0000	
73	700 MHz Band	261	0003290673	Cellco Partnership d/b/a Verizon Wireles	WY-CMA036-B	Memphis, TN-AR-MS	16	32608000.0000	32608000.0000	
73	700 MHz Band	261	0014980726	AT&T Mobility Spectrum, LLC	WY-CMA037-B	Louisville, KY-IN	26	34096000.0000	34096000.0000	
73	700 MHz Band	261	0014980726	AT&T Mobility Spectrum, LLC	WY-CMA052-B	Akron, OH	24	12398000.0000	12398000.0000	
73	700 MHz Band	261	0014980726	AT&T Mobility Spectrum, LLC	WY-CMA053-B	Syracuse, NY	20	10736000.0000	10736000.0000	
73	700 MHz Band	261	0017169327	King Street Wireless, L.P.	WY-CMA102-B	Des Moines, IA	37	27057000.0000	20292750.0000	
73	700 MHz Band	261	0014980726	AT&T Mobility Spectrum, LLC	WY-CMA103-B	Peoria, IL	18	2777000.0000	2777000.0000	
73	700 MHz Band	261	0014980726	AT&T Mobility Spectrum, LLC	WY-CMA119-B	Evansville, IN-KY	23	673000.0000	673000.0000	
73	700 MHz Band	261	0014980726	AT&T Mobility Spectrum, LLC	WY-CMA120-B	Huntsville, AL	19	9590000.0000	9590000.0000	
73	700 MHz Band	261	0015006471	CenturyTel Broadband Wireless LLC	WY-CMA136-B	Lorain-Elyria, OH	26	408000.0000	408000.0000	
73	700 MHz Band	261	0014980726	AT&T Mobility Spectrum, LLC	WY-CMA137-B	Melbourne-Titusville, FL	38	12615000.0000	12615000.0000	
73	700 MHz Band	261	0014980726	AT&T Mobility Spectrum, LLC	WY-CMA171-B	Reno, NV	31	2689000.0000	2689000.0000	
73	700 MHz Band	261	0017189325	VentureTel 700, Inc.	WY-CMA204-B	Aguadilla, PR	112	204000.0000	153000.0000	
73	700 MHz Band	261	0003290673	Cellco Partnership d/b/a Verizon Wireles	WY-CMA205-B	Alexandria, LA	24	1714000.0000	1714000.0000	
73	700 MHz Band	261	0015006471	CenturyTel Broadband Wireless LLC	WY-CMA222-B	Tuscaloosa, AL	139	429000.0000	429000.0000	
73	700 MHz Band	261	0014980726	AT&T Mobility Spectrum, LLC	WY-CMA015-B	Minneapolis-St. Paul, MN-WI	26	166880000.0000	166880000.0000	
73	700 MHz Band	261	0014980726	AT&T Mobility Spectrum, LLC	WY-CMA016-B	Cleveland, OH	25	56872000.0000	56872000.0000	
73	700 MHz Band	261	0014980726	AT&T Mobility Spectrum, LLC	WY-CMA081-B	El Paso, TX	31	9321000.0000	9321000.0000	
73	700 MHz Band	261	0014980726	AT&T Mobility Spectrum, LLC	WY-CMA082-B	Tacoma, WA	26	12524000.0000	12524000.0000	
73	700 MHz Band	261	0005746508	PCS Partners, L.P.	WY-CMA115-B	Utica-Rome, NY	101	674000.0000	505500.0000	
73	700 MHz Band	261	0014980726	AT&T Mobility Spectrum, LLC	WY-CMA116-B	Lexington-Fayette, KY	37	11471000.0000	11471000.0000	
73	700 MHz Band	261	0015024631	Cavalier Wireless, LLC	WY-CMA166-B	Hickory, NC	25	889000.0000	666750.0000	
73	700 MHz Band	261	0014980726	AT&T Mobility Spectrum, LLC	WY-CMA167-B	Sarasota, FL	26	3171000.0000	3171000.0000	
73	700 MHz Band	261	0015024631	Cavalier Wireless, LLC	WY-BEA035-A	Tallahassee FL-GA	96	4138000.0000	3103500.0000	
73	700 MHz Band	261	0017173121	Frontier Wireless LLC	WY-BEA035-E	Tallahassee FL-GA	128	680000.0000	680000.0000	
73	700 MHz Band	261	0017173121	Frontier Wireless LLC	WY-BEA052-E	Wheeling WV-OH	65	100000.0000	100000.0000	
73	700 MHz Band	261	0017169327	King Street Wireless, L.P.	WY-BEA169-A	Richland-Kennewick-Pasco WA	29	2393000.0000	1794750.0000	
73	700 MHz Band	261	0017173121	Frontier Wireless LLC	WY-BEA168-E	Pendleton OR-WA	168	101000.0000	101000.0000	
73	700 MHz Band	261	0014980726	AT&T Mobility Spectrum, LLC	WY-CMA044-B	Albany-Schenectady-Troy, NY	37	10925000.0000	10925000.0000	
73	700 MHz Band	261	0003290673	Cellco Partnership d/b/a Verizon Wireles	WY-CMA045-B	Oklahoma City, OK	24	92226000.0000	92226000.0000	
73	700 MHz Band	261	0017169327	King Street Wireless, L.P.	WY-CMA179-B	Topeka, KS	19	1895000.0000	1421250.0000	
73	700 MHz Band	261	0015024631	Cavalier Wireless, LLC	WY-CMA180-B	Springfield, OH	26	297000.0000	222750.0000	
73	700 MHz Band	261	0017169327	King Street Wireless, L.P.	WY-CMA230-B	Decatur, IL	29	617000.0000	462750.0000	
73	700 MHz Band	261	0017182742	Triad 700, LLC	WY-CMA231-B	Mansfield, OH	21	407000.0000	305250.0000	
73	700 MHz Band	261	0005209374	Vermont Telephone Company, Inc.	WY-CMA248-B	Burlington, VT	21	1597000.0000	1357450.0000	
73	700 MHz Band	261	0005411426	Cellular South Licenses, Inc.	WY-CMA249-B	Anniston, AL	39	287000.0000	287000.0000	
73	700 MHz Band	261	0008209629	N.E. Colorado Wireless Technologies, Inc	WY-CMA639-B	South Dakota 6 - Haakon	52	116000.0000	116000.0000	
73	700 MHz Band	261	0015030844	Iowa Intelegra Consortium, LLC	WY-CMA640-B	South Dakota 7 - Sully	127	105000.0000	105000.0000	
73	700 MHz Band	261	0015024631	Cavalier Wireless, LLC	WY-BEA042-A	Asheville NC	57	1440000.0000	1080000.0000	
73	700 MHz Band	261	0017173121	Frontier Wireless LLC	WY-BEA041-E	Greenville-Spartanburg SC-NC	32	948000.0000	948000.0000	
73	700 MHz Band	261	0015024631	Cavalier Wireless, LLC	WY-BEA037-A	Albany GA	45	647000.0000	485250.0000	
73	700 MHz Band	261	0017173121	Frontier Wireless LLC	WY-BEA037-E	Albany GA	156	276000.0000	276000.0000	
73	700 MHz Band	261	0015006471	CenturyTel Broadband Wireless LLC	WY-BEA059-A	Green Bay WI-MI	35	12170000.0000	12170000.0000	
73	700 MHz Band	261	0017173121	Frontier Wireless LLC	WY-BEA058-E	Northern Michigan MI	87	318000.0000	318000.0000	
73	700 MHz Band	261	0003290673	Cellco Partnership d/b/a Verizon Wireles	WY-BEA055-A	Cleveland-Akron OH-PA	22	18654000.0000	18654000.0000	
73	700 MHz Band	261	0017173121	Frontier Wireless LLC	WY-BEA054-E	Erie PA	164	128000.0000	128000.0000	
73	700 MHz Band	261	0005411426	Cellular South Licenses, Inc.	WY-BEA076-A	Greenville MS	73	1971000.0000	1971000.0000	
73	700 MHz Band	261	0017173121	Frontier Wireless LLC	WY-BEA075-E	Tupelo MS-AL-TN	73	422000.0000	422000.0000	
73	700 MHz Band	261	0017173121	Frontier Wireless LLC	WY-BEA092-E	Fayetteville AR-MO-OK	67	749000.0000	749000.0000	
73	700 MHz Band	261	0017169327	King Street Wireless, L.P.	WY-BEA093-A	Joplin MO-KS-OK	27	560000.0000	420000.0000	
73	700 MHz Band	261	0003290673	Cellco Partnership d/b/a Verizon Wireles	WY-BEA127-A	Dallas-Fort Worth TX-AR-OK	17	171956000.0000	171956000.0000	
73	700 MHz Band	261	0017173121	Frontier Wireless LLC	WY-BEA126-E	Western Oklahoma OK	101	104000.0000	104000.0000	
73	700 MHz Band	261	0015014202	Cox Wireless, Inc.	WY-BEA122-A	Wichita KS-OK	31	7801000.0000	7801000.0000	
73	700 MHz Band	261	0017173121	Frontier Wireless LLC	WY-BEA122-E	Wichita KS-OK	93	890000.0000	890000.0000	
73	700 MHz Band	261	0017194473	Bresnan Communications, Inc.	WY-BEA144-A	Billings MT-WY	135	1457000.0000	1457000.0000	
73	700 MHz Band	261	0017173121	Frontier Wireless LLC	WY-BEA143-E	Casper WY-ID-UT	141	494000.0000	494000.0000	
73	700 MHz Band	261	0015006471	CenturyTel Broadband Wireless LLC	WY-BEA140-A	Pueblo CO-NM	158	967000.0000	967000.0000	
73	700 MHz Band	261	0017173121	Frontier Wireless LLC	WY-BEA139-E	Santa Fe NM	123	400000.0000	400000.0000	
73	700 MHz Band	261	0015006471	CenturyTel Broadband Wireless LLC	WY-CMA309-B	Alabama 3 - Lamar	143	138000.0000	138000.0000	
73	700 MHz Band	261	0017195561	Miller, David	WY-CMA374-B	Georgia 4 - Jasper	96	144000.0000	108000.0000	
73	700 MHz Band	261	0014980726	AT&T Mobility Spectrum, LLC	WY-CMA375-B	Georgia 5 - Haralson	46	1855000.0000	1855000.0000	
73	700 MHz Band	261	0016217085	Toba Inlet PCS, LLC	WY-CMA391-B	Idaho 4 - Elmore	37	175000.0000	131250.0000	
73	700 MHz Band	261	0003290673	Cellco Partnership d/b/a Verizon Wireles	WY-CMA392-B	Idaho 5 - Butte	24	970000.0000	970000.0000	
73	700 MHz Band	261	0003742384	Red River Rural Telephone Association, I	WY-CMA582-B	North Dakota 3 - Barnes	14	267000.0000	267000.0000	
73	700 MHz Band	261	0015013410	KTC AWS Limited Partnership	WY-CMA583-B	North Dakota 4 - McKenzie	21	630000.0000	472500.0000	
73	700 MHz Band	261	0014980726	AT&T Mobility Spectrum, LLC	WY-CMA714-B	Wisconsin 7 - Wood	27	7942000.0000	7942000.0000	
73	700 MHz Band	261	0017164179	Worldcall Inc.	WY-CMA730-B	Virgin Islands 1 - St. Thomas	139	303000.0000	227250.0000	
73	700 MHz Band	261	0017173121	Frontier Wireless LLC	WY-BEA096-E	St. Louis MO-IL	143	9162000.0000	9162000.0000	
73	700 MHz Band	261	0017169327	King Street Wireless, L.P.	WY-BEA097-A	Springfield IL-MO	41	3213000.0000	2409750.0000	
73	700 MHz Band	261	0017169327	King Street Wireless, L.P.	WY-BEA063-A	Milwaukee-Racine WI	35	17760000.0000	13320000.0000	
73	700 MHz Band	261	0017173121	Frontier Wireless LLC	WY-BEA063-E	Milwaukee-Racine WI	8	6846000.0000	6846000.0000	
73	700 MHz Band	261	0003709888	James Valley Cooperative Telephone Compa	WY-BEA114-A	Aberdeen SD	178	306000.0000	260100.0000	
73	700 MHz Band	261	0017169327	King Street Wireless, L.P.	WY-CMA256-B	Charlottesville, VA	21	455000.0000	341250.0000	
73	700 MHz Band	261	0017169327	King Street Wireless, L.P.	WY-CMA257-B	Hagerstown, MD	27	308000.0000	231000.0000	
73	700 MHz Band	261	0015006471	CenturyTel Broadband Wireless LLC	WY-CMA325-B	Arkansas 2 - Marion	21	369000.0000	369000.0000	
73	700 MHz Band	261	0015006471	CenturyTel Broadband Wireless LLC	WY-CMA326-B	Arkansas 3 - Sharp	21	393000.0000	393000.0000	
73	700 MHz Band	261	0017182742	Triad 700, LLC	WY-CMA370-B	Florida 11 - Monroe	29	75000.0000	56250.0000	
73	700 MHz Band	261	0014980726	AT&T Mobility Spectrum, LLC	WY-CMA371-B	Georgia 1 - Whitfield	22	1359000.0000	1359000.0000	
73	700 MHz Band	261	0017182742	Triad 700, LLC	WY-CMA408-B	Indiana 6 - Randolph	79	726000.0000	544500.0000	
73	700 MHz Band	261	0017169327	King Street Wireless, L.P.	WY-CMA409-B	Indiana 7 - Owen	18	945000.0000	708750.0000	
73	700 MHz Band	261	0017169327	King Street Wireless, L.P.	WY-CMA425-B	Iowa 14 - Kossuth	21	2671000.0000	2003250.0000	
73	700 MHz Band	261	0017169327	King Street Wireless, L.P.	WY-CMA426-B	Iowa 15 - Dickinson	43	1490000.0000	1117500.0000	
73	700 MHz Band	261	0014980726	AT&T Mobility Spectrum, LLC	WY-CMA089-B	Wichita, KS	37	12123000.0000	12123000.0000	
73	700 MHz Band	261	0014980726	AT&T Mobility Spectrum, LLC	WY-CMA090-B	Charleston, SC	21	13409000.0000	13409000.0000	
73	700 MHz Band	261	0014980726	AT&T Mobility Spectrum, LLC	WY-CMA106-B	Jackson, MS	68	7131000.0000	7131000.0000	
73	700 MHz Band	261	0014980726	AT&T Mobility Spectrum, LLC	WY-CMA107-B	Stockton, CA	31	10238000.0000	10238000.0000	
73	700 MHz Band	261	0014980726	AT&T Mobility Spectrum, LLC	WY-CMA261-B	Albany, GA	207	557000.0000	557000.0000	
73	700 MHz Band	261	0017169327	King Street Wireless, L.P.	WY-CMA260-B	Lawton, OK	27	764000.0000	573000.0000	
73	700 MHz Band	261	0017169327	King Street Wireless, L.P.	WY-CMA305-B	Alton-Granite City, IL	18	145000.0000	108750.0000	
73	700 MHz Band	261	0015006471	CenturyTel Broadband Wireless LLC	WY-CMA329-B	Arkansas 6 - Cleburne	21	652000.0000	652000.0000	
73	700 MHz Band	261	0015006471	CenturyTel Broadband Wireless LLC	WY-CMA330-B	Arkansas 7 - Pope	21	1203000.0000	1203000.0000	
73	700 MHz Band	261	0017182742	Triad 700, LLC	WY-CMA346-B	California 11 - El Dorado	50	540000.0000	405000.0000	
73	700 MHz Band	261	0017182742	Triad 700, LLC	WY-CMA361-B	Florida 2 - Glades	26	281000.0000	210750.0000	
73	700 MHz Band	261	0003290673	Cellco Partnership d/b/a Verizon Wireles	WY-CMA362-B	Florida 3 - Hardee	26	453000.0000	453000.0000	
73	700 MHz Band	261	0014980726	AT&T Mobility Spectrum, LLC	WY-CMA619-B	Pennsylvania 8 - Union	27	4744000.0000	4744000.0000	
73	700 MHz Band	261	0015024631	Cavalier Wireless, LLC	WY-CMA620-B	Pennsylvania 9 - Greene	84	139000.0000	104250.0000	
73	700 MHz Band	261	0014152201	LL License Holdings, LLC	WY-BEA116-A	Sioux Falls SD-IA-MN-NE	157	976000.0000	829600.0000	
73	700 MHz Band	261	0017173121	Frontier Wireless LLC	WY-BEA115-E	Rapid City SD-MT-NE-ND	105	387000.0000	387000.0000	
73	700 MHz Band	261	0017173121	Frontier Wireless LLC	WY-BEA011-E	Harrisburg-Lebanon-Carlisle PA	72	375000.0000	375000.0000	
73	700 MHz Band	261	0017190216	Continuum 700 LLC	WY-BEA015-A	Richmond-Petersburg VA	181	7202000.0000	5401500.0000	
73	700 MHz Band	261	0017173121	Frontier Wireless LLC	WY-BEA014-E	Salisbury MD-DE-VA	174	272000.0000	272000.0000	
73	700 MHz Band	261	0003290673	Cellco Partnership d/b/a Verizon Wireles	WY-BEA031-A	Miami-Fort Lauderdale FL	23	64773000.0000	64773000.0000	
73	700 MHz Band	261	0005411426	Cellular South Licenses, Inc.	WY-BEA078-A	Birmingham AL	19	15856000.0000	15856000.0000	
73	700 MHz Band	261	0017173121	Frontier Wireless LLC	WY-BEA077-E	Jackson MS-AL-LA	65	1405000.0000	1405000.0000	
73	700 MHz Band	261	0014980726	AT&T Mobility Spectrum, LLC	WY-CMA123-B	Santa Rosa-Petaluma, CA	31	5181000.0000	5181000.0000	
73	700 MHz Band	261	0014980726	AT&T Mobility Spectrum, LLC	WY-CMA124-B	Santa Barbara, CA	31	12251000.0000	12251000.0000	
73	700 MHz Band	261	0017182742	Triad 700, LLC	WY-CMA175-B	Santa Cruz, CA	52	989000.0000	741750.0000	
73	700 MHz Band	261	0015006471	CenturyTel Broadband Wireless LLC	WY-CMA278-B	Columbia, MO	19	1215000.0000	1215000.0000	
73	700 MHz Band	261	0017169327	King Street Wireless, L.P.	WY-CMA279-B	Lewiston-Auburn, ME	217	220000.0000	165000.0000	
73	700 MHz Band	261	0017190224	Club 42 CM Limited Partnership	WY-CMA733-B	American Samoa	188	21000.0000	15750.0000	
73	700 MHz Band	261	0004242475	Choice Phone LLC	WY-CMA734-B	Northern Mariana Islands	169	70000.0000	70000.0000	
73	700 MHz Band	261	0015006471	CenturyTel Broadband Wireless LLC	WY-CMA517-B	Missouri 14 - Barton	22	1657000.0000	1657000.0000	
73	700 MHz Band	261	0015006471	CenturyTel Broadband Wireless LLC	WY-CMA518-B	Missouri 15 - Stone	21	1427000.0000	1427000.0000	
73	700 MHz Band	261	0017169327	King Street Wireless, L.P.	WY-CMA535-B	Nebraska 3 - Knox	27	3437000.0000	2577750.0000	
73	700 MHz Band	261	0015006471	CenturyTel Broadband Wireless LLC	WY-CMA501-B	Mississippi 9 - Copiah	47	110000.0000	110000.0000	
73	700 MHz Band	261	0014980726	AT&T Mobility Spectrum, LLC	WY-CMA468-B	Maryland 2 - Kent	31	5783000.0000	5783000.0000	
